"Class","DataMin","DataMax","Mean","Mode","Quad..Mean","Kurtosis","Std..Deviation","Skewness","Variance","X98P","X2P","X75P","X25P","Dist..Card.","Dist..Mean.","Dist..Quad..Mean.","Dist..Kur.","Dist..Std..Devi.","Dist..Skew.","Dist..Vari.","P..Min.","P..Max.","P..Mode.","P..0","P.1","P..Mean","P..Quad..Mean.","P..Kurtosis.","P..Std..Dev.","P..Skew.","P..Vari."
"ANY",0,192,0.61473,0,2.68814,516.77659,2.61691,14.11969,6.84821,9,0,0,0,81,47.67901,61.32025,2.68061,38.8004,1.49231,1505.47068,0,0.86959,0.86959,0.86959,0.03596,0.01235,0.09677,80.51707,0.09658,8.96098,0.00933
"ANY",0,4827,38.43249,21,75.04361,808.02887,64.45554,20.21907,4154.5162,164,5,40,18,725,523.42759,760.05108,12.20432,551.47138,2.82138,304120.6816,1e-05,0.02993,0.02993,0.00983,0.00018,0.00138,0.00495,19.52679,0.00476,4.40309,2e-05
"ANY",1,49,8.89904,9,9.34823,4.67449,2.86296,0.8881,8.19654,16,3,10,7,40,20.8,24.07488,-0.78493,12.27714,0.20492,150.72821,1e-05,0.3497,0.3497,0,0.00848,0.025,0.06982,16.63632,0.06602,3.95565,0.00436
"ANY",0,98,7.24663,5,8.64423,9.24492,4.71266,2.03888,22.2092,20,0,9,4,62,32.06452,38.33974,0.34713,21.19068,0.64861,449.04495,1e-05,0.11429,0.11429,0.02522,0.01883,0.01613,0.03572,3.4892,0.03213,2.18046,0.00103
"ANY",0,73,6.91148,6,7.87921,11.14629,3.78332,2.17145,14.31353,17,1,8,5,59,29.67797,34.80673,-0.8516,18.342,0.21724,336.42899,1e-05,0.15628,0.15628,0.01136,0.01478,0.01695,0.04109,5.8772,0.03775,2.59243,0.00143
"ANY",0,120,5.90912,3,8.4675,30.69556,6.06475,4.44652,36.78116,26,2,6,3,94,48.34043,57.11355,-0.58304,30.57955,0.37847,935.10867,1e-05,0.32409,0.32409,0.0103,0.00618,0.01064,0.04275,39.89724,0.04163,6.02934,0.00173
"ANY",0,71,2.57105,0,3.80845,8.0008,2.80963,1.70983,7.89403,10,0,4,0,37,19.48649,24.13644,3.27292,14.4388,1.36195,208.47898,1e-05,0.34262,0.34262,0.34262,0.11008,0.02703,0.06937,15.71036,0.06477,3.64146,0.0042
"ANY",0,65,2.28902,0,3.45793,8.8753,2.59185,1.77947,6.71771,9,0,4,0,35,19.14286,24.01785,1.79556,14.71722,1.22866,216.59664,1e-05,0.37272,0.37272,0.37272,0.10602,0.02857,0.07536,16.72035,0.07076,3.78058,0.00501
"ANY",0,514,2.27567,1,4.57777,2970.4626,3.97208,33.12453,15.77741,10,1,2,1,99,63.82828,97.11198,18.15673,73.56186,3.78648,5411.34776,1e-05,0.53266,0.53266,0.01877,0.53266,0.0101,0.05869,69.27885,0.0581,8.00519,0.00338
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"M1",0,1,0.99026,1,0.99512,97.6404,0.09823,-9.98194,0.00965,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00974,0.99026,0.99026,0.00974,0.99026,0.5,0.70025,0,0.69333,0,0.4807
"ANY",0,33,0.98236,0,1.55482,12.11436,1.20518,2.31091,1.45246,4,0,1,0,20,10.3,12.78671,2.50856,7.77378,1.21869,60.43158,1e-05,0.41057,0.41057,0.41057,0.36723,0.05,0.12716,5.93425,0.11996,2.62617,0.01439
"M1",0,1,0.95941,1,0.97949,19.677,0.19735,-4.65583,0.03895,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.04059,0.95941,0.95941,0.04059,0.95941,0.5,0.67901,0,0.6497,0,0.42211
"M1",0,1,0.95939,1,0.97948,19.6646,0.1974,-4.6545,0.03897,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.04061,0.95939,0.95939,0.04061,0.95939,0.5,0.679,0,0.64967,0,0.42207
"M1",0,66,0.95885,0,1.74227,142.56351,1.45469,7.30738,2.11614,4,0,1,0,45,23.33333,27.84082,-0.19142,15.35933,0.49145,235.90909,1e-05,0.46264,0.46264,0.46264,0.29674,0.02222,0.08541,20.2472,0.0834,4.42147,0.00696
"ANY",0,119,0.91137,1,1.09934,10322.19765,0.61478,61.10116,0.37796,2,0,1,1,20,19.4,33.93081,7.67057,28.56092,2.65414,815.72632,1e-05,0.80855,0.80855,0.14527,0.80855,0.05,0.18392,18.46726,0.18159,4.25043,0.03298
"ANY",0,325,0.86798,0,2.99374,3262.8901,2.86516,40.58868,8.20912,6,0,1,0,82,62.84146,90.18403,5.14589,65.08275,2.08815,4235.76468,1e-05,0.62028,0.62028,0.62028,0.20267,0.0122,0.07286,64.18078,0.07227,7.77944,0.00522
"ANY",0,119,0.86708,1,1.10418,11429.15681,0.68365,72.51856,0.46738,2,0,1,1,23,22.65217,39.0312,4.78584,32.4998,2.32965,1056.23715,1e-05,0.77734,0.77734,0.18178,0.77734,0.04348,0.16665,20.24486,0.16449,4.43201,0.02706
"M1",0,1,0.85621,1,0.92532,2.12261,0.35088,-2.03041,0.12312,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.14379,0.85621,0.85621,0.14379,0.85621,0.5,0.61391,0,0.50376,0,0.25377
"ANY",0,26,0.83271,1,1.05834,70.12024,0.65321,4.38659,0.42668,2,0,1,1,20,9.85,11.80042,0.15996,6.66708,0.54209,44.45,1e-05,0.70514,0.70514,0.24378,0.70514,0.05,0.16708,15.20888,0.16356,3.82808,0.02675
"M1",0,21,0.82672,1,1.01816,26.83741,0.59429,1.64118,0.35318,2,0,1,0,15,8,10.01332,0.11494,6.23355,0.84521,38.85714,1e-05,0.67933,0.67933,0.2539,0.67933,0.06667,0.18785,10.55428,0.18179,3.19772,0.03305
"ANY",0,21,0.77617,1,0.96102,16.56555,0.56667,1.07814,0.32111,2,0,1,0,10,5.7,8.03119,5.42991,5.96378,2.11587,35.56667,1e-05,0.67838,0.67838,0.27916,0.67838,0.1,0.23222,6.0709,0.22092,2.47572,0.04881
"M1",0,15,0.72715,0,1.22403,6.12203,0.98463,1.85529,0.9695,3,0,1,0,16,7.5,8.80341,-1.2,4.76095,0,22.66667,1e-05,0.53213,0.53213,0.53213,0.29035,0.0625,0.15494,7.45929,0.14642,2.7392,0.02144
"M1",0,608,0.69123,0,3.89678,5246.41025,3.83499,45.41956,14.70718,7,0,1,0,101,66.62376,101.87757,25.17876,77.45784,4.27129,5999.71703,1e-05,0.73994,0.73994,0.73994,0.21151,0.0099,0.07659,86.30167,0.07632,9.11359,0.00583
"ANY",0,26,0.68354,1,0.92556,58.94788,0.62405,3.25762,0.38944,2,0,1,0,19,9.47368,11.46161,0.5617,6.62796,0.69846,43.92982,1e-05,0.59966,0.59966,0.36519,0.59966,0.05263,0.16122,9.24273,0.15656,3.10546,0.02451
"M1",0,20,0.60304,1,0.80602,25.04917,0.5348,1.03369,0.28601,1,0,1,0,13,7.46154,9.56355,0.09383,6.22649,0.92145,38.76923,1e-05,0.57645,0.57645,0.41205,0.57645,0.07692,0.19654,4.33402,0.18825,2.3246,0.03544
"ANY",0,30,0.59986,0,1.03935,61.16024,0.84877,4.64757,0.72042,3,0,1,0,23,11.6087,13.93931,-0.2285,7.8898,0.51068,62.24901,1e-05,0.51747,0.51747,0.51747,0.41322,0.04348,0.13845,9.21907,0.1344,3.18887,0.01806
"M1",0,11,0.58279,1,0.78634,2.94188,0.5279,0.32441,0.27868,1,0,1,0,11,5.27273,6.33891,-1.17353,3.69028,0.18813,13.61818,1e-05,0.5574,0.5574,0.43106,0.5574,0.09091,0.21248,2.66441,0.20142,2.00975,0.04057
"M1",0,11,0.58279,1,0.78634,2.94188,0.5279,0.32441,0.27868,1,0,1,0,11,5.27273,6.33891,-1.17353,3.69028,0.18813,13.61818,1e-05,0.5574,0.5574,0.43106,0.5574,0.09091,0.21248,2.66441,0.20142,2.00975,0.04057
"ANY",0,17,0.57971,1,0.86042,16.93348,0.63582,1.88851,0.40426,2,0,1,0,15,7.2,8.59457,-0.51278,4.85798,0.3297,23.6,1e-05,0.48426,0.48426,0.47501,0.48426,0.06667,0.17535,4.31751,0.16787,2.3941,0.02818
"ANY",0,21,0.54558,0,1.01116,12.99837,0.85135,2.47096,0.7248,3,0,1,0,16,8,9.72111,0.18687,5.7038,0.64052,32.53333,1e-05,0.61082,0.61082,0.61082,0.28228,0.0625,0.16936,9.54356,0.16257,3.06057,0.02643
"ANY",0,26,0.52709,0,0.86676,34.67064,0.68808,2.69996,0.47346,2,0,1,0,17,9,11.24853,0.86697,6.95521,0.98147,48.375,1e-05,0.54713,0.54713,0.54713,0.39907,0.05882,0.16456,6.52527,0.15842,2.72759,0.0251
"ANY",0,13,0.49005,0,0.8086,8.80902,0.64319,1.71982,0.41369,2,0,1,0,13,6.07692,7.20577,-0.98902,4.03033,0.12337,16.24359,1e-05,0.57212,0.57212,0.57212,0.37863,0.07692,0.19061,4.80405,0.18152,2.37839,0.03295
"ANY",0,22,0.42189,0,0.9212,25.68009,0.81892,3.60932,0.67063,3,0,1,0,17,8.52941,10.33839,-0.03571,6.02202,0.59061,36.26471,1e-05,0.69544,0.69544,0.69544,0.23766,0.05882,0.17855,12.86728,0.17377,3.52508,0.03019
"ANY",0,21,0.41851,0,0.77204,35.08304,0.64877,3.04725,0.4209,2,0,1,0,18,9.16667,11.07801,-0.73358,6.40083,0.43673,40.97059,1e-05,0.63881,0.63881,0.63881,0.3197,0.05556,0.16855,10.46593,0.16374,3.23098,0.02681
"ANY",0,13,0.3839,0,0.70367,9.09858,0.58972,1.90607,0.34777,2,0,1,0,12,5.83333,7.05927,-0.74492,4.1524,0.37922,17.24242,1e-05,0.65901,0.65901,0.65901,0.30622,0.08333,0.20995,6.79151,0.20127,2.63057,0.04051
"ANY",0,1654,56.06639,12,101.54941,94.58075,84.69064,6.93109,7172.50453,310.46,2,67,13,254,166.4252,238.61106,29.07778,171.3285,4.18688,29353.45486,0.00051,0.03115,0.03115,0.01532,0.00051,0.00394,0.00711,5.9399,0.00594,2.50229,4e-05
"ANY",0,119,10.91879,3,18.92387,10.64956,15.46011,2.99965,239.01486,64,0,12,3,91,47.40659,56.17927,-0.67138,30.31207,0.37825,918.82173,0.00051,0.26864,0.26864,0.02503,0.00715,0.01099,0.03449,44.09081,0.03287,6.1734,0.00108
"ANY",0,255,9.75077,1,20.33187,39.37718,17.84574,4.96608,318.4703,65.64,0,9,2,93,54.72043,70.86569,4.37301,45.27317,1.73612,2049.66012,0.00051,0.18999,0.18999,0.04597,0.18999,0.01075,0.03163,23.73173,0.02991,4.71457,0.00089
"ANY",0,141,6.57814,4,9.52734,83.83315,6.89366,6.04154,47.52251,23.82,0,8,3,47,26.68085,35.35714,11.42149,23.45125,2.65846,549.96115,0.00051,0.12411,0.12411,0.03473,0.07201,0.02128,0.04065,2.53124,0.03501,1.88796,0.00123
"ANY",1,21,3.97906,1,5.15555,1.40398,3.27906,1.2987,10.75224,14,1,6,1,18,9.72222,11.20764,-0.75869,5.73745,0.25429,32.9183,0.00051,0.28601,0.28601,0,0.28601,0.05556,0.09115,4.82667,0.07436,2.10574,0.00553
"ANY",0,176,3.86466,0,8.39996,180.61272,7.46003,10.08007,55.65209,21,0,5,0,43,28.65116,42.52277,11.25978,31.79314,2.97906,1010.80399,0.00051,0.28141,0.28141,0.28141,0.16956,0.02326,0.05757,13.81746,0.05329,3.50678,0.00284
"ANY",0,17,2.74821,1,3.35178,4.476,1.91928,1.63291,3.68363,8,1,4,1,16,7.6875,9.12757,-0.87997,5.08224,0.21168,25.82917,0.00051,0.28345,0.28345,0.01685,0.28345,0.0625,0.11067,1.31994,0.09433,1.58687,0.0089
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.98519,1,0.99257,62.69532,0.12083,-8.03936,0.0146,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01481,0.98519,0.98519,0.01481,0.98519,0.5,0.69671,0,0.68616,0,0.47082
"M1",0,1,0.9811,1,0.99051,48.06389,0.1362,-7.07211,0.01855,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.0189,0.9811,0.9811,0.0189,0.9811,0.5,0.69387,0,0.68038,0,0.46292
"M1",0,1,0.9811,1,0.99051,48.06389,0.1362,-7.07211,0.01855,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.0189,0.9811,0.9811,0.0189,0.9811,0.5,0.69387,0,0.68038,0,0.46292
"M1",0,1,0.95455,1,0.97701,17.0943,0.20835,-4.3677,0.04341,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.04545,0.95455,0.95455,0.04545,0.95455,0.5,0.67573,0,0.64282,0,0.41322
"M1",0,1,0.51634,1,0.71857,-1.99776,0.49986,-0.06546,0.24986,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.48366,0.51634,0.51634,0.48366,0.51634,0.5,0.50027,0,0.02311,0,0.00053
"M1",0,1,0.51634,1,0.71857,-1.99776,0.49986,-0.06546,0.24986,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.48366,0.51634,0.51634,0.48366,0.51634,0.5,0.50027,0,0.02311,0,0.00053
"ANY",0,200,0.22983,0,4.53462,1935.59585,4.52995,43.87027,20.52048,1,0,0,0,4,50.75,100.00625,3.99865,99.50335,1.9996,9900.91667,0.00051,0.87487,0.87487,0.87487,0.12155,0.25,0.44164,3.61094,0.42039,1.8959,0.17673
"ANY",0,9,0.20327,0,0.81608,32.93323,0.79056,5.23808,0.62499,3,0,0,0,9,4.11111,4.95536,-0.76046,2.93447,0.24184,8.61111,0.00051,0.90858,0.90858,0.90858,0.03728,0.11111,0.3033,8.95182,0.29933,2.98932,0.0896
"ANY",0,8,0.18182,0,0.56724,57.2908,0.53744,5.93063,0.28885,1,0,0,0,9,4,4.76095,-1.2,2.73861,0,7.5,0.00051,0.84883,0.84883,0.84883,0.1379,0.11111,0.28666,8.32706,0.28028,2.86397,0.07856
"ANY",0,4,0.16445,0,0.44972,13.78969,0.41868,3.09485,0.17529,1,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00102,0.84883,0.84883,0.84883,0.14249,0.2,0.38493,4.42763,0.36771,2.09489,0.13521
"ANY",0,6,0.15986,0,0.774,22.4168,0.75751,4.82293,0.57382,4,0,0,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00051,0.95301,0.95301,0.95301,0.00409,0.14286,0.36034,6.99009,0.35732,2.64332,0.12768
"M1",0,11,0.15628,0,0.49615,155.71587,0.47102,8.51194,0.22186,1,0,0,0,6,3.66667,5.16398,2.4654,3.9833,1.53582,15.86667,0.00051,0.85904,0.85904,0.85904,0.13381,0.16667,0.35494,5.48298,0.34328,2.32814,0.11784
"M1",0,1,0.15015,0,0.3875,1.84432,0.35731,1.96021,0.12767,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.15015,0.84985,0.84985,0.84985,0.15015,0.5,0.61024,0,0.49476,0,0.24479
"ANY",0,9,0.13279,0,0.65343,54.15578,0.63996,6.56175,0.40954,3,0,0,0,9,4.22222,5.12076,-1.00588,3.07318,0.26319,9.44444,0.00051,0.93922,0.93922,0.93922,0.02809,0.11111,0.31327,8.979,0.31067,2.99533,0.09652
"ANY",0,5,0.13279,0,0.42037,30.84957,0.39895,4.2964,0.15916,1,0,0,0,5,2.4,3.03315,-1.96322,2.07364,0.23551,4.3,0.00051,0.88151,0.88151,0.88151,0.10827,0.2,0.39721,4.70525,0.38369,2.16093,0.14722
"ANY",0,257,0.13126,0,5.808,1958,5.808,44.24929,33.73289,0,0,0,0,2,128.5,181.72644,0,181.72644,0,33024.5,0.00051,0.99949,0.99949,0.99949,0,0.5,0.70675,0,0.70638,0,0.49898
"M1",0,2,0.12972,0,0.363,3.52074,0.33911,2.28415,0.115,1,0,0,0,3,1,1.29099,0,1,0,1,0.00102,0.8713,0.8713,0.8713,0.12768,0.33333,0.50842,0,0.47018,1.59172,0.22106
"ANY",0,234,0.11951,0,5.28822,1958,5.28822,44.24929,27.96527,0,0,0,0,2,117,165.46299,0,165.46299,0,27378,0.00051,0.99949,0.99949,0.99949,0,0.5,0.70675,0,0.70638,0,0.49898
"ANY",0,32,0.11491,0,0.8325,1155.27756,0.82474,30.86377,0.6802,1,0,0,0,6,8.66667,14.0119,3.92231,12.06096,1.93282,145.46667,0.00051,0.91062,0.91062,0.91062,0.0858,0.16667,0.37341,5.81383,0.36604,2.40396,0.13399
"ANY",0,5,0.10266,0,0.37748,31.54497,0.36335,4.66314,0.13202,1,0,0,0,5,2.2,2.79285,-0.02191,1.92354,0.59013,3.7,0.00051,0.91216,0.91216,0.91216,0.07661,0.2,0.40938,4.86972,0.39937,2.20186,0.15949
"ANY",0,3,0.09142,0,0.34049,21.0237,0.32807,4.16806,0.10763,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00204,0.91879,0.91879,0.91879,0.07303,0.25,0.46086,3.88912,0.44705,1.9688,0.19985
"ANY",0,2,0.08784,0,0.29981,7.85059,0.28673,3.0438,0.08221,1,0,0,0,3,1,1.29099,0,1,0,1,0.00102,0.91318,0.91318,0.91318,0.0858,0.33333,0.52955,0,0.50395,1.67706,0.25396
"ANY",0,4,0.08478,0,0.42279,49.83681,0.41431,6.56929,0.17165,1,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00255,0.9428,0.9428,0.9428,0.04443,0.2,0.42211,4.96412,0.4156,2.22638,0.17273
"ANY",0,3,0.08427,0,0.32671,25.43229,0.31574,4.49338,0.09969,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00255,0.92441,0.92441,0.92441,0.06946,0.25,0.46351,3.89922,0.4507,1.97159,0.20313
"M1",0,1,0.08223,0,0.28675,7.27271,0.27478,3.04389,0.0755,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.08223,0.91777,0.91777,0.91777,0.08223,0.5,0.65156,0,0.59082,0,0.34907
"M1",0,1,0.07763,0,0.27862,7.98919,0.26766,3.15928,0.07164,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.07763,0.92237,0.92237,0.92237,0.07763,0.5,0.65452,0,0.59732,0,0.35679
"M1",0,1,0.0761,0,0.27586,8.24741,0.26522,3.19984,0.07034,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.0761,0.9239,0.9239,0.9239,0.0761,0.5,0.65551,0,0.59949,0,0.35939
"ANY",0,887,34.81177,0,48.81157,30.52544,34.21595,3.74849,1170.73109,133,0,43,15,344,183.98256,222.75657,3.304,125.7652,1.14654,15816.88599,2e-05,0.06224,0.06224,0.06224,9e-05,0.00291,0.00731,20.32325,0.00672,3.75724,5e-05
"ANY",0,114,8.82457,7,10.27641,13.8294,5.26612,1.88056,27.73197,22,0,11,6,72,37.19444,44.4169,0.45454,24.44865,0.66323,597.73631,2e-05,0.10461,0.10461,0.06354,0.00526,0.01389,0.03112,3.60225,0.02804,2.18045,0.00079
"ANY",1,23,8.06561,6,8.40549,0.58572,2.36607,0.19333,5.59829,13,3,10,6,22,11.59091,13.28533,-1.10361,6.64515,0.07329,44.15801,3e-05,0.17989,0.17989,0,0.00877,0.04545,0.07598,-0.38151,0.06232,1.1056,0.00388
"ANY",0,110,5.91583,4,8.1278,27.95941,5.57356,3.97109,31.06462,23,0,7,3,83,42.20482,49.51828,-0.77602,26.05752,0.24382,678.99412,2e-05,0.25013,0.25013,0.07127,0.00157,0.01205,0.0405,23.63537,0.0389,4.6803,0.00151
"ANY",0,32,4.34667,4,5.1525,2.72467,2.76674,1.04663,7.65486,11,0,6,2,30,14.7,17.23852,-0.98421,9.15819,0.13866,83.87241,2e-05,0.17195,0.17195,0.06262,0.06435,0.03333,0.06147,1.17214,0.05253,1.5469,0.00276
"ANY",0,306,3.702,1,7.68577,220.02936,6.73551,10.82979,45.36708,19,0,4,1,125,69.304,85.9053,3.33207,50.96524,1.33661,2597.45523,2e-05,0.23261,0.23261,0.09047,0.23261,0.008,0.03471,30.41069,0.03391,5.39126,0.00115
"ANY",0,196,1.52808,0,3.14729,552.42107,2.75146,12.8706,7.57055,8,0,2,0,55,33.09091,45.63013,12.32605,31.70774,2.87846,1005.38047,2e-05,0.42489,0.42489,0.42489,0.22529,0.01818,0.06932,26.2573,0.06751,4.90833,0.00456
"M1",0,2,0.93778,1,0.96841,11.13309,0.24163,-3.6211,0.05838,1,0,1,1,3,1,1.29099,0,1,0,1,2e-05,0.93775,0.93775,0.06224,0.93775,0.33333,0.5426,0,0.52436,1.70466,0.27495
"M1",0,2,0.93778,1,0.96841,11.13309,0.24163,-3.6211,0.05838,1,0,1,1,3,1,1.29099,0,1,0,1,2e-05,0.93775,0.93775,0.06224,0.93775,0.33333,0.5426,0,0.52436,1.70466,0.27495
"M1",0,2,0.93778,1,0.96841,11.13309,0.24163,-3.6211,0.05838,1,0,1,1,3,1,1.29099,0,1,0,1,2e-05,0.93775,0.93775,0.06224,0.93775,0.33333,0.5426,0,0.52436,1.70466,0.27495
"M1",0,2,0.93778,1,0.96841,11.13309,0.24163,-3.6211,0.05838,1,0,1,1,3,1,1.29099,0,1,0,1,2e-05,0.93775,0.93775,0.06224,0.93775,0.33333,0.5426,0,0.52436,1.70466,0.27495
"M1",0,2,0.93778,1,0.96841,11.13309,0.24163,-3.6211,0.05838,1,0,1,1,3,1,1.29099,0,1,0,1,2e-05,0.93775,0.93775,0.06224,0.93775,0.33333,0.5426,0,0.52436,1.70466,0.27495
"M1",0,1,0.93776,1,0.96838,11.13501,0.24159,-3.62417,0.05836,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.06224,0.93776,0.93776,0.06224,0.93776,0.5,0.66456,0,0.61909,0,0.38327
"M1",0,1,0.93776,1,0.96838,11.13501,0.24159,-3.62417,0.05836,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.06224,0.93776,0.93776,0.06224,0.93776,0.5,0.66456,0,0.61909,0,0.38327
"ANY",0,20,0.92575,1,1.4072,26.48302,1.05982,3.5418,1.12322,4,0,1,0,21,10,11.69045,-1.2,6.20484,0,38.5,2e-05,0.5197,0.5197,0.33393,0.5197,0.04762,0.13653,9.39668,0.13112,3.11583,0.01719
"M1",0,1,0.92241,1,0.96042,7.97338,0.26753,-3.15802,0.07157,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.07759,0.92241,0.92241,0.07759,0.92241,0.5,0.65455,0,0.59738,0,0.35686
"M1",0,1,0.92236,1,0.9604,7.96482,0.26761,-3.15667,0.07161,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.07764,0.92236,0.92236,0.07764,0.92236,0.5,0.65451,0,0.59731,0,0.35677
"M1",0,1,0.81275,1,0.90153,0.57105,0.39011,-1.60344,0.15219,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.18725,0.81275,0.81275,0.18725,0.81275,0.5,0.58976,0,0.4423,0,0.19563
"ANY",0,13,0.64226,0,1.13464,2.2266,0.93537,1.42226,0.87493,3,0,1,0,12,5.66667,6.79461,-0.58469,3.91578,0.31089,15.33333,2e-05,0.61264,0.61264,0.61264,0.18725,0.08333,0.19054,8.10349,0.17897,2.76269,0.03203
"M1",0,1,0.61142,1,0.78193,-1.79106,0.48743,-0.45717,0.23759,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.38858,0.61142,0.61142,0.38858,0.61142,0.5,0.51226,0,0.15757,0,0.02483
